Backbone Accessibility h=2	Merged Accessibility h=2	Backbone Accessibility h=3	Merged Accessibility h=3
0.986943	0.845644	0.575943	0.549124
0.745356	0.745356	0.851138	0.632287
1	1	0.312715	0.304044
0.866025	0.866025	0.690215	0.548778
0.315789	0.17197	0.54073	0.452903
0.812041	0.665481	0.426963	0.556052
0.532584	0.530396	0.324125	0.278436
0.866025	0.866025	0.591361	0.445984
1	0.899086	0.572523	0.55695
0.745356	0.745356	0.832961	0.759891
0.9276	0.713288	0.539284	0.644877
1	1	0.866025	0.784596
1	0.899086	0.572523	0.55695
0.644379	0.468482	0.392172	0.7796
0.57496	0.611761	0.127182	0.203623
0.944941	0.944941	0.177329	0.207257
0.314747	0.346483	0.288237	0.370035
0.638799	0.938652	0.422028	0.513288
0.294593	0.568958	0.474053	0.648654
0.484123	0.527284	0.286788	0.419928
1	0.945633	0.574106	0.590856
0.324324	0.340415	0.284519	0.316914
0.498888	0.537535	0.169569	0.177739
1	1	0.942809	0.942809
0.942809	0.942809	0.820078	0.820078
1	1	0.993808	0.895774
0.498888	0.511718	0.390578	0.337589
0.324324	0.340415	0.190511	0.214183
0.434374	0.455924	0.134795	0.192805
0.972222	0.901084	0.572523	0.55695
0.312715	0.330371	0.562839	0.522666
0.866025	0.866025	0.693361	0.471125
0.972222	0.901084	0.572523	0.55695
0.866025	0.916486	0.732322	0.67318
0.968246	0.872971	0.661767	0.730707
0.737185	0.651222	0.395178	0.252831
0.638799	0.938652	0.422028	0.513288
1	1	0.48293	0.469797
0.962091	0.74089	0.431509	0.566306
1	1	0.682558	0.631549
0.512009	0.512667	0.337307	0.480117
0.312715	0.315842	0.437852	0.449014
0.507318	0.503658	0.339953	0.310985
1	1	1	0.897023
0.760211	0.760211	0.533493	0.549917
0.985792	0.913305	0.429043	0.52525
0.26727	0.283993	0.297485	0.306389
0.498888	0.537535	0.176273	0.219093
0.8	0.8	0.788169	0.627464
0.859681	0.848065	0.425428	0.252635
0.721194	0.665829	0.270617	0.554328
1	1	0.57496	0.525204
0.866025	0.866025	0.193472	0.117792
0.923077	0.971889	0.569041	0.32425
0.324324	0.340415	0.140118	0.202155
1	1	0.581124	0.581124
0.638799	0.938652	0.422028	0.513288
0.385415	0.479217	0.169675	0.546579
0.515079	0.540142	0.241374	0.246124
0.968246	0.963322	0.478879	0.485753
1	1	0.324324	0.315842
0.586062	0.359737	0.443843	0.715443
0.555468	0.59791	0.29106	0.288496
0.57496	0.611761	0.12997	0.192803
0.534889	0.525204	0.7665	0.70692
0.484123	0.527284	0.122976	0.172509
0.63921	0.651104	0.266225	0.151645
0.57496	0.611761	0.128914	0.210611
0.873994	0.878998	0.3922	0.288438
0.999314	0.819614	0.442176	0.35985
1	1	0.434374	0.455924
0.866025	0.866025	0.502035	0.474678
0.979796	0.979796	0.440573	0.298702
0.9276	0.872971	0.562436	0.587059
0.611561	0.611561	0.189148	0.230685
0.833333	0.824692	0.302345	0.59003
0.923077	0.971889	0.569041	0.32425
0.484123	0.527284	0.122976	0.19761
0.498888	0.537535	0.390899	0.420708
0.866025	0.793701	0.638098	0.670414
0.983332	0.821077	0.421799	0.584746
0.312715	0.330371	0.562839	0.522666
