Backbone Accessibility h=2	Merged Accessibility h=2	Backbone Accessibility h=3	Merged Accessibility h=3
0.699854	0.699854	0.556451	0.652862
0.598545	0.387599	0.547549	0.337866
0.57496	0.688231	0.298367	0.408062
0.517241	0.635271	0.174425	0.143894
0.8	0.731432	0.610474	0.577864
0.661438	0.661438	0.717657	0.786249
0.837175	0.445953	0.526608	0.570078
0.668265	0.67906	0.690219	0.504795
1	1	0.534889	0.494497
0.891132	0.891132	0.755555	0.789952
0.517872	0.696105	0.372347	0.171355
0.745356	0.640282	0.692779	0.619717
1	1	0.534889	0.609795
0.686008	0.515385	0.611398	0.304208
0.745356	0.682558	0.675749	0.713603
0.918943	0.849142	0.717917	0.256422
0.745356	0.682558	0.751055	0.395898
0.80558	0.867533	0.588593	0.247372
0.654115	0.307197	0.657236	0.303858
0.866025	0.916486	0.871143	0.640143
0.95011	0.706015	0.551652	0.514905
1	1	0.808543	0.661381
0.918943	0.849142	0.717917	0.256422
0.725342	0.451293	0.478477	0.692658
0.939993	0.910643	0.567508	0.349601
0.952567	0.552081	0.654389	0.356853
0.799857	0.428503	0.534926	0.410043
0.918943	0.849142	0.717917	0.256422
0.942809	1	0.672803	0.825809
0.708941	0.731125	0.359058	0.272922
0.914002	0.771152	0.605869	0.516687
0.93982	0.93982	0.678066	0.288374
0.608681	0.568846	0.39057	0.311868
0.832259	0.441269	0.64908	0.251225
0.60332	0.444106	0.578794	0.250702
0.958315	0.696969	0.652699	0.463937
0.617269	0.311654	0.372999	0.568049
0.916515	0.856483	0.684993	0.566619
0.886083	0.813276	0.712532	0.289982
0.858376	0.525538	0.751038	0.320713
0.795723	0.826106	0.332451	0.369077
0.918943	0.849142	0.717917	0.256422
0.710806	0.501603	0.644036	0.53229
0.854948	0.854948	0.905589	0.831387
0.455861	0.482494	0.460505	0.38829
0.6	0.680395	0.222074	0.261791
0.661438	0.661438	0.717657	0.786249
0.732847	0.321907	0.59255	0.277641
1	1	0.894539	0.813428
0.877053	0.481684	0.815245	0.319711
0.699854	0.699854	0.705649	0.711699
0.590835	0.594981	0.360857	0.302339
0.609507	0.609507	0.93647	0.537843
0.776134	0.826051	0.618056	0.343437
0.699854	0.699854	0.556451	0.652862
0.829616	0.392829	0.548819	0.41525
0.616499	0.248263	0.488736	0.749804
0.57496	0.500356	0.46634	0.324988
0.661438	0.661438	0.717657	0.786249
0.621097	0.431482	0.493802	0.488293
0.916515	0.835363	0.683107	0.496144
0.919005	0.803336	0.692717	0.228108
0.849167	0.849167	0.68099	0.519413
0.745356	0.745356	0.545165	0.45709
0.533476	0.329285	0.520788	0.64917
0.839487	0.507239	0.581588	0.644019
0.765251	0.51632	0.732336	0.270611
0.732603	0.410765	0.68428	0.536244
0.942809	0.820571	0.710168	0.567678
0.979866	0.610204	0.616136	0.262897
0.935174	0.623691	0.617001	0.287109
0.619639	0.387993	0.448598	0.723545
0.699854	0.699854	0.556451	0.652862
0.57496	0.784331	0.188339	0.391061
0.652332	0.338109	0.505493	0.631007
0.622864	0.593307	0.553166	0.285367
0.991911	0.773192	0.731152	0.314355
0.661438	0.661438	0.672704	0.489776
0.721978	0.667163	0.438884	0.768023
0.944919	0.735801	0.722045	0.260284
0.796145	0.414454	0.563071	0.694253
0.484123	0.34549	0.679998	0.287165
0.470588	0.489069	0.545059	0.425029
0.993808	0.973305	0.547268	0.426485
0.8	0.8	0.314344	0.351131
0.903262	0.89234	0.66722	0.374245
0.661438	0.661438	0.4386	0.228648
0.782974	0.718848	0.4468	0.389161
0.665771	0.679922	0.5386	0.483707
0.609081	0.627755	0.419674	0.335376
0.715904	0.357774	0.521112	0.334383
0.853392	0.388551	0.599157	0.29825
0.919005	0.803336	0.692717	0.228108
0.687896	0.360719	0.480622	0.383488
0.812162	0.717728	0.536912	0.242153
0.661438	0.661438	0.819709	0.748046
0.832016	0.832016	0.65839	0.353372
1	1	0.989743	1
0.952561	0.708562	0.708037	0.254483
0.762743	0.457018	0.607705	0.205367
