Backbone Accessibility h=2	Merged Accessibility h=2	Backbone Accessibility h=3	Merged Accessibility h=3
0.673562	0.464297	0.357363	0.142321
0.964841	0.489839	0.372506	0.383566
0.972398	0.368391	0.342304	0.400601
0.944941	0.784596	0.693653	0.263779
0.866025	0.6	0.507047	0.235205
0.30143	0.261566	0.0558539	0.0980295
0.922279	0.648879	0.264512	0.0921543
1	1	0.968246	0.968246
0.552771	0.566197	0.480417	0.151311
0.258162	0.234177	0.0580461	0.0514097
0.552771	0.566197	0.198917	0.211837
0.216202	0.175689	0.329507	0.22599
0.866025	0.793701	0.693196	0.49582
0.6	0.61725	0.247517	0.248789
0.445916	0.143494	0.504418	0.646759
0.699854	0.707087	0.235019	0.0763059
0.305185	0.199323	0.514039	0.231709
0.825698	0.35718	0.299003	0.242231
0.446594	0.380968	0.503134	0.236527
1	1	0.354297	0.225579
0.942809	0.942809	0.103158	0.0957194
0.395996	0.2865	0.235187	0.276636
0.9875	0.539513	0.360886	0.210215
0.3733	0.215379	0.12313	0.177246
0.282883	0.26426	0.0707497	0.148092
0.446594	0.453597	0.273796	0.136009
0.942809	0.942809	0.549858	0.198605
0.942809	0.942809	0.103158	0.109402
0.271882	0.298863	0.397204	0.128327
0.866025	0.866025	0.146615	0.101453
0.896758	0.424267	0.308584	0.277995
0.289841	0.130702	0.245663	0.457787
0.6	0.519728	0.409751	0.262382
0.220846	0.146327	0.229653	0.291392
0.866025	0.866025	0.326459	0.0879079
0.539313	0.499124	0.207584	0.154039
0.960093	0.484184	0.373082	0.189046
0.951118	0.37883	0.303326	0.262491
0.425918	0.447835	0.296561	0.173296
0.673562	0.435067	0.410065	0.186594
0.820652	0.829807	0.158921	0.0630591
0.661438	0.535869	0.169522	0.0731586
0.866025	0.866025	0.21846	0.195422
0.896758	0.424267	0.308584	0.277995
0.866025	0.793701	0.590535	0.370991
0.951486	0.677978	0.289315	0.133399
0.320145	0.298004	0.0614263	0.0919182
0.258162	0.234177	0.192179	0.129575
0.951118	0.37883	0.303326	0.262491
0.949918	0.53921	0.267822	0.132152
0.831479	0.788969	0.23353	0.0851911
0.745356	0.745356	0.665251	0.369597
0.890724	0.724611	0.261932	0.109882
0.425918	0.454063	0.200622	0.0974561
0.520833	0.467866	0.1018	0.0678915
0.699854	0.699854	0.409036	0.287942
0.6	0.579668	0.738356	0.464942
0.258162	0.234177	0.0519577	0.0514098
0.942809	0.942809	0.425918	0.128272
0.520833	0.376196	0.131997	0.101632
0.509307	0.195524	0.368804	0.253283
0.220846	0.152662	0.355417	0.277835
0.220846	0.150463	0.172102	0.308005
0.918639	0.366629	0.353976	0.337182
0.262664	0.21439	0.0947771	0.228085
0.982744	0.427972	0.341152	0.220475
0.985714	0.368667	0.384887	0.311667
1	1	0.737185	0.702258
0.964841	0.489839	0.372506	0.383566
0.254239	0.204525	0.073278	0.110799
0.57496	0.450446	0.340941	0.312152
0.220846	0.150463	0.198679	0.358274
1	1	0.540615	0.19614
0.857554	0.392772	0.295677	0.342365
0.628539	0.68419	0.158366	0.0624887
0.57496	0.590102	0.0734931	0.0718565
0.745356	0.745356	0.620408	0.620408
0.157642	0.175756	0.0376956	0.0280286
0.258162	0.234177	0.0539153	0.0514098
0.762956	0.37252	0.356205	0.335451
0.90325	0.303203	0.282001	0.504698
0.205145	0.160566	0.114361	0.126803
1	0.377147	0.304502	0.316973
0.952239	0.394776	0.39133	0.411238
0.308515	0.152662	0.0903186	0.3104
0.339732	0.135585	0.435309	0.555053
0.942809	0.942809	0.374603	0.278452
0.90856	0.741976	0.562647	0.231625
0.498907	0.268785	0.168231	0.480563
0.326248	0.119729	0.277086	0.466778
0.9875	0.539513	0.360886	0.210215
0.552771	0.566197	0.480417	0.151311
0.220846	0.150463	0.0731256	0.274709
1	1	0.271774	0.176728
0.699854	0.642771	0.587563	0.247899
0.90739	0.260212	0.308982	0.549869
1	0.507652	0.341664	0.216294
1	1	0.6	0.61725
0.446594	0.324281	0.195172	0.265265
1	0.544354	0.360886	0.210215
0.699854	0.707087	0.16778	0.0755351
0.570916	0.500266	0.143444	0.138161
0.979943	0.33076	0.380057	0.278752
0.237002	0.200371	0.0764426	0.159748
1	1	0.979796	0.972081
0.641119	0.388671	0.18166	0.225423
0.803591	0.422326	0.280186	0.188976
0.369411	0.145399	0.183342	0.256507
0.8	0.695593	0.518221	0.344293
0.972398	0.368391	0.342304	0.400601
0.220846	0.206585	0.0465548	0.0475548
0.879128	0.420769	0.253997	0.22913
0.961003	0.396821	0.33252	0.244491
0.552771	0.504167	0.559977	0.138968
0.216202	0.20382	0.361086	0.200912
1	0.866025	0.528107	0.168617
0.249716	0.266934	0.0930484	0.19666
0.550436	0.502396	0.0923197	0.137259
0.810045	0.708706	0.583907	0.288057
0.932627	0.26764	0.395782	0.525197
0.745356	0.745356	0.0952343	0.0459113
0.8	0.670197	0.388992	0.153608
0.328671	0.214358	0.143967	0.310883
0.425918	0.447835	0.145536	0.119894
0.866025	0.784596	0.742976	0.354262
1	1	0.467552	0.524944
0.771545	0.649475	0.264116	0.0932767
0.316124	0.293612	0.133983	0.149641
0.642399	0.414162	0.338209	0.149176
0.971429	0.579611	0.192039	0.184676
0.638695	0.261242	0.342716	0.458844
0.457273	0.250033	0.349802	0.246477
0.258162	0.234177	0.106429	0.104512
