Backbone Accessibility h=2	Merged Accessibility h=2	Backbone Accessibility h=3	Merged Accessibility h=3
0.966321	0.504767	0.315192	0.139777
0.661438	0.393156	0.391731	0.180156
0.968239	0.410772	0.339404	0.330596
0.3733	0.356574	0.124704	0.0890013
0.980864	0.270438	0.335355	0.333935
1	1	0.936368	0.409084
0.581124	0.542028	0.625765	0.25368
0.378327	0.344425	0.118768	0.108966
0.745356	0.682558	0.44088	0.134106
0.853036	0.542839	0.349325	0.15365
1	1	0.745356	0.745356
0.6	0.61725	0.462175	0.158644
0.239021	0.207964	0.0569023	0.0445388
0.367828	0.231512	0.364004	0.185377
0.538659	0.530405	0.323186	0.122984
0.220846	0.190119	0.4247	0.202372
0.552771	0.432498	0.555213	0.187753
0.877383	0.872899	0.60715	0.326783
0.447277	0.162507	0.46746	0.476313
0.765986	0.677534	0.222555	0.0795374
0.30162	0.207313	0.512423	0.208551
0.220846	0.190119	0.4247	0.202372
0.771357	0.412299	0.262478	0.21439
0.399653	0.332338	0.498311	0.210618
0.272676	0.128709	0.252862	0.190248
1	1	0.220846	0.165117
0.995859	0.927589	0.351195	0.110601
0.483553	0.31259	0.160702	0.211846
1	1	0.239021	0.207964
0.750252	0.70325	0.200851	0.132708
0.350711	0.270707	0.140429	0.169007
0.399653	0.40584	0.226301	0.126141
1	1	0.970744	0.254693
0.745356	0.778644	0.0815004	0.0908757
0.426322	0.459826	0.350103	0.190472
0.866025	0.866025	0.096087	0.10864
1	1	0.220846	0.21873
0.28012	0.123913	0.240105	0.529679
0.6	0.519728	0.328534	0.147399
0.220846	0.171278	0.298488	0.150366
0.866025	0.866025	0.353835	0.0896828
0.285652	0.282421	0.295789	0.106541
0.964023	0.405944	0.447076	0.171553
0.966321	0.504767	0.315192	0.139777
0.498888	0.52137	0.40548	0.308046
1	1	0.689655	0.444875
0.924688	0.283433	0.344456	0.459571
0.958315	0.955532	0.18632	0.0716236
0.391918	0.350078	0.183667	0.0978393
0.285652	0.282421	0.220507	0.128006
1	1	0.31225	0.302741
0.945385	0.518707	0.303203	0.228075
0.220846	0.21873	0.0699162	0.0433774
0.866025	0.793701	0.673622	0.383592
0.907822	0.554085	0.271017	0.0922495
0.316124	0.289986	0.0504527	0.079108
0.239021	0.207964	0.180183	0.129279
0.305185	0.185226	0.422071	0.252976
0.944301	0.498884	0.311637	0.133764
0.745356	0.745356	0.65951	0.388499
0.6	0.556512	0.278217	0.207447
0.416598	0.469213	0.347236	0.126001
0.771357	0.477172	0.280654	0.169475
0.628539	0.64842	0.208454	0.113034
0.552771	0.504167	0.620143	0.268113
0.661438	0.684663	0.677768	0.323881
0.220846	0.21873	0.0699162	0.0433772
0.239021	0.207964	0.0522304	0.0445388
0.277633	0.290479	0.3271	0.13908
0.503826	0.20412	0.371852	0.214822
0.198467	0.168171	0.172902	0.0775441
0.374606	0.272499	0.107874	0.101036
0.220846	0.174495	0.236581	0.176045
1	1	0.57496	0.595963
0.974132	0.400193	0.319464	0.285649
1	1	0.760684	0.502947
0.968239	0.410772	0.339404	0.330596
0.745356	0.856189	0.109132	0.153365
0.661438	0.568244	0.354152	0.2258
0.741586	0.370099	0.286463	0.204444
0.552771	0.595224	0.142807	0.0621976
0.661438	0.661438	0.066099	0.052531
0.745356	0.745356	0.620408	0.620408
0.220846	0.21873	0.0699162	0.0433772
0.400173	0.131885	0.450767	0.422184
0.93301	0.335009	0.376058	0.24033
0.943305	0.418626	0.370609	0.21145
0.220846	0.214791	0.161421	0.080615
0.216202	0.209469	0.345763	0.0690079
0.941263	0.275919	0.280024	0.474852
0.520332	0.43448	0.322324	0.209246
0.220846	0.177806	0.102577	0.154649
0.335308	0.137918	0.425521	0.492539
0.866025	0.793701	0.463661	0.224929
0.264905	0.139791	0.164526	0.188637
0.463854	0.170168	0.155645	0.482751
0.575425	0.153611	0.395428	0.481762
0.32628	0.252919	0.177569	0.216304
0.9875	0.788927	0.351036	0.125003
0.6	0.61725	0.462175	0.158644
0.820652	0.729912	0.326001	0.217073
0.750252	0.70325	0.200851	0.132708
0.220846	0.21873	0.126397	0.0653279
1	1	0.266812	0.187728
0.958269	0.482265	0.349561	0.304221
0.903347	0.354386	0.311662	0.433876
1	0.475996	0.344143	0.157718
0.484123	0.369797	0.192347	0.221043
0.874995	0.840636	0.375568	0.110843
0.56181	0.512143	0.162016	0.12397
0.981388	0.277509	0.368062	0.251684
0.298065	0.257767	0.048155	0.0646456
0.831479	0.788969	0.424782	0.132774
0.285652	0.282421	0.0842045	0.0498504
1	1	0.995859	0.900974
0.797106	0.406785	0.240932	0.283212
1	1	0.212127	0.180961
0.27467	0.249276	0.275642	0.0999891
0.866025	0.866025	0.495792	0.329991
0.820652	0.729912	0.48125	0.288024
0.974537	0.600965	0.301895	0.130114
0.515079	0.471435	0.544539	0.136709
0.968246	0.710149	0.647618	0.305313
0.25158	0.27303	0.102025	0.209326
0.552771	0.455854	0.289717	0.396802
0.939359	0.407886	0.340779	0.235438
0.945385	0.518707	0.303203	0.228075
0.535943	0.444085	0.531586	0.210924
0.285652	0.225305	0.157435	0.244543
0.498888	0.52137	0.15441	0.150639
0.866025	0.784596	0.781325	0.303193
0.866025	0.793701	0.150711	0.410394
0.628539	0.613123	0.229564	0.0616733
0.220846	0.177807	0.29259	0.162787
0.31225	0.302741	0.127067	0.130427
0.611389	0.624583	0.399256	0.124477
0.686484	0.216308	0.371426	0.450756
0.216202	0.177806	0.450744	0.152802
0.220846	0.174495	0.236581	0.176045
0.239021	0.207964	0.0570141	0.0704293
0.466965	0.256906	0.443445	0.291939
0.858536	0.622992	0.312452	0.139113
0.421201	0.23771	0.133271	0.12535
0.216202	0.177806	0.437571	0.152802
0.242444	0.149851	0.314541	0.185967
1	1	0.903412	0.590003
0.39986	0.133213	0.312735	0.607338
0.6	0.61725	0.462035	0.159227
0.959566	0.232455	0.372768	0.458313
0.46555	0.319839	0.394417	0.133701
0.866025	0.866025	0.588518	0.234796
0.220846	0.21873	0.0699162	0.0719641
1	1	1	1
0.458123	0.409366	0.169584	0.123327
0.285652	0.282421	0.272094	0.120651
0.286341	0.202953	0.179498	0.100684
0.285652	0.191904	0.506119	0.347707
0.386003	0.100181	0.385384	0.604802
0.27467	0.187728	0.0962635	0.193104
0.389528	0.132133	0.575259	0.334252
0.396147	0.427632	0.398752	0.13344
0.628539	0.552185	0.16566	0.0984358
0.3733	0.31322	0.193189	0.076374
0.266812	0.187728	0.285252	0.191598
0.866025	0.866025	0.155607	0.0941596
0.628539	0.64842	0.0760673	0.0587166
0.393446	0.141009	0.189262	0.516376
1	1	0.671791	0.23345
0.298065	0.159908	0.0748198	0.3561
0.718379	0.301304	0.246293	0.31777
0.290078	0.162112	0.516882	0.303719
0.543376	0.541469	0.416358	0.147843
0.979675	0.354652	0.421529	0.31475
0.9875	0.788927	0.351036	0.125003
0.484123	0.369797	0.388236	0.274372
0.734534	0.556317	0.250788	0.172554
0.27467	0.25494	0.0631194	0.044826
0.28259	0.204233	0.177368	0.0929867
0.399653	0.40584	0.0803409	0.0478077
0.233391	0.143002	0.335685	0.237237
0.958315	0.894507	0.210425	0.046739
0.453054	0.264822	0.272417	0.19636
0.822212	0.758653	0.322291	0.271964
0.458123	0.174928	0.393561	0.290378
0.316124	0.184064	0.232546	0.306453
0.304023	0.313667	0.121704	0.0517126
0.754189	0.744707	0.409202	0.100434
0.546883	0.738394	0.219497	0.115218
0.515079	0.547521	0.685478	0.147434
0.93301	0.335009	0.376058	0.24033
0.866025	0.793701	0.164538	0.465565
0.921892	0.371412	0.364801	0.304303
0.979796	0.979796	0.191974	0.152898
0.380995	0.347353	0.534282	0.20678
0.9875	0.788927	0.351036	0.125003
0.671791	0.558506	0.248842	0.17068
0.916515	0.880505	0.651432	0.26971
0.552771	0.455854	0.435821	0.397604
0.971976	0.269899	0.330096	0.49567
0.391918	0.350078	0.266746	0.122803
0.856527	0.35958	0.327822	0.214356
0.771389	0.734087	0.197603	0.151749
0.661438	0.568244	0.354152	0.2258
0.288532	0.159908	0.496623	0.351873
0.687562	0.43077	0.385526	0.241168
0.706452	0.681726	0.253171	0.123381
0.47628	0.174969	0.119713	0.629788
0.93313	0.461925	0.363704	0.256242
0.866025	0.793701	0.560681	0.49992
1	1	0.395839	0.204196
0.239021	0.143002	0.25808	0.252993
0.330929	0.115641	0.256362	0.474888
0.775582	0.669209	0.274774	0.143464
0.280258	0.12906	0.388498	0.691073
0.724867	0.366844	0.168784	0.140499
0.974537	0.600965	0.301895	0.130114
0.790763	0.426581	0.413552	0.161961
0.46555	0.458946	0.20482	0.108434
1	1	0.866025	1
0.47123	0.183803	0.387536	0.427925
0.941119	0.294782	0.322018	0.271672
0.756427	0.352785	0.322997	0.290062
0.836731	0.261781	0.265801	0.317218
0.27467	0.187728	0.0674104	0.190999
0.531129	0.15931	0.321194	0.514885
0.677379	0.186187	0.23257	0.500595
0.945385	0.518707	0.303203	0.228075
0.641119	0.367435	0.140222	0.137245
0.890724	0.818014	0.136363	0.1464
0.866025	0.866025	0.643601	0.223581
0.285652	0.282421	0.0843941	0.0498504
0.3733	0.363213	0.207733	0.0609016
0.661438	0.644052	0.637523	0.329441
1	0.789594	0.351036	0.125003
0.220846	0.21873	0.0699162	0.0719641
0.791109	0.304862	0.333481	0.207909
0.24888	0.131651	0.460809	0.313198
0.239021	0.140644	0.16729	0.244375
0.746451	0.609795	0.590823	0.22787
0.239476	0.193944	0.163863	0.0637715
1	1	0.661438	0.661438
0.877383	1	0.684633	0.680987
1	1	0.82049	0.504434
0.414922	0.300969	0.230287	0.115756
0.474974	0.466932	0.121923	0.0719337
0.974537	0.600965	0.301895	0.130114
0.329157	0.46235	0.401286	0.181058
0.474974	0.466932	0.191072	0.0641672
0.31225	0.20412	0.175424	0.220164
0.234565	0.0913254	0.299818	0.555743
0.866025	0.916486	0.383409	0.228305
0.750601	0.338426	0.334157	0.406066
0.57496	0.595963	0.102147	0.163113
0.9875	0.788927	0.351036	0.125003
0.62123	0.541957	0.252633	0.132842
0.997775	0.916662	0.229046	0.181204
0.506645	0.674281	0.347969	0.149318
0.305185	0.185226	0.422071	0.252976
0.964443	0.524549	0.358749	0.219461
0.266812	0.249276	0.279087	0.120266
0.49283	0.16179	0.421915	0.394166
0.408807	0.311528	0.296867	0.15865
0.27467	0.183251	0.19993	0.222898
0.661438	0.661438	0.252651	0.119284
0.944941	0.944941	0.414368	0.206619
0.466758	0.286057	0.248639	0.085758
0.261542	0.158797	0.223411	0.572291
0.945385	0.518707	0.303203	0.228075
0.974132	0.400193	0.319464	0.285649
0.545919	0.32388	0.209367	0.112748
0.515079	0.462042	0.689516	0.259798
0.285652	0.282421	0.0838136	0.0498504
0.974996	0.934216	0.409164	0.194559
0.745356	0.631549	0.571211	0.225549
0.970062	0.867324	0.214346	0.0838241
0.84265	0.844559	0.239414	0.204522
0.989743	0.95475	0.431399	0.237491
