Backbone Accessibility h=2	Merged Accessibility h=2	Backbone Accessibility h=3	Merged Accessibility h=3
0.43589	0.170122	0.388302	0.152175
0.919016	0.524905	0.284079	0.15123
0.780625	0.801903	0.305427	0.171832
0.481756	0.229913	0.33112	0.476673
1	0.427328	0.319357	0.162723
0.916515	0.916515	0.274889	0.0713026
0.515079	0.270437	0.183419	0.144565
0.407862	0.373685	0.196655	0.129891
0.979796	0.737779	0.371121	0.268116
0.40445	0.370894	0.44698	0.147078
0.253424	0.177985	0.489888	0.130398
0.745356	0.260505	0.276004	0.1802
0.43589	0.393044	0.120308	0.0494865
0.275296	0.169149	0.143836	0.103971
0.51267	0.371291	0.196526	0.0737703
0.298065	0.275087	0.132896	0.115074
0.425918	0.455509	0.0570172	0.0551396
0.866025	0.793701	0.565255	0.236425
0.206272	0.193131	0.103483	0.0585314
0.866025	0.866025	0.605204	0.32919
0.954639	0.320531	0.413051	0.318749
0.968246	0.907174	0.255905	0.145122
0.206272	0.193131	0.0704536	0.121518
0.467772	0.369717	0.331931	0.165605
0.425918	0.301855	0.177072	0.228187
0.903508	0.812526	0.225174	0.135615
0.30162	0.178474	0.398378	0.228801
0.970571	0.398283	0.320162	0.186362
0.206272	0.151676	0.26676	0.207864
0.797358	0.330469	0.297431	0.191076
0.57735	0.57735	0.159022	0.0858812
0.288532	0.18195	0.54655	0.169332
0.298065	0.275087	0.0559785	0.064934
0.980085	0.286175	0.321725	0.178475
0.206272	0.154	0.0817842	0.168419
0.536883	0.487936	0.159156	0.103304
0.971075	0.30128	0.301393	0.209613
0.479483	0.437716	0.125435	0.0457374
0.765138	0.430636	0.294173	0.122272
0.206272	0.154	0.342185	0.166353
0.750252	0.70325	0.196695	0.145802
0.970571	0.398283	0.320162	0.186362
0.489033	0.171071	0.18736	0.567454
0.253424	0.177985	0.356037	0.130398
0.281177	0.669615	0.368858	0.140724
0.640899	0.578703	0.504305	0.121658
0.8	0.840896	0.62834	0.299547
0.975578	0.267483	0.333741	0.28611
0.442219	0.28418	0.220808	0.115416
0.273194	0.138845	0.228871	0.430599
0.593018	0.385046	0.347162	0.107802
0.927025	0.92844	0.169019	0.0465556
0.30162	0.178474	0.516084	0.228801
0.65422	0.337661	0.282328	0.164836
0.5	0.5	0.989247	0.623995
0.428041	0.199887	0.203215	0.186314
0.28861	0.26851	0.0454714	0.0718778
0.995859	0.740052	0.466769	0.112897
0.866025	0.874725	0.209045	0.064975
0.244311	0.209386	0.124843	0.0898463
0.919136	0.38859	0.314922	0.168361
0.360018	0.182669	0.257537	0.361631
0.260339	0.17397	0.197095	0.151801
0.969034	0.271301	0.326301	0.436928
0.281616	0.0922367	0.389916	0.711273
0.62123	0.541957	0.248107	0.113447
0.446594	0.477933	0.33095	0.245685
0.745356	0.745356	0.220737	0.13098
0.244311	0.141985	0.073381	0.199803
1	0.633745	0.346743	0.140756
0.866025	0.866025	0.131688	0.139072
0.876897	0.378123	0.257411	0.145989
0.662098	0.227212	0.285185	0.193741
0.260339	0.235237	0.0921908	0.10348
0.750252	0.48676	0.236591	0.175745
1	1	0.583704	0.489169
1	0.633745	0.346743	0.140756
0.253424	0.177985	0.279261	0.130398
0.6	0.6	0.199989	0.0991092
1	1	0.907053	0.297655
0.919016	0.524905	0.284079	0.15123
0.609087	0.500218	0.203856	0.0869637
0.96862	0.311561	0.357266	0.184642
0.866025	0.866025	0.296362	0.322392
1	1	0.6	0.624512
0.866025	0.439117	0.247049	0.0974387
1	1	0.479483	0.35885
0.380995	0.347353	0.553674	0.244679
0.750252	0.393199	0.355432	0.165001
0.96862	0.311561	0.357266	0.184642
0.892241	0.892241	0.415912	0.203994
0.483553	0.244353	0.300983	0.135552
0.499147	0.239639	0.16861	0.149609
0.218404	0.132608	0.375431	0.263594
0.371154	0.239627	0.540008	0.175927
0.831479	0.748439	0.224067	0.0807226
0.6	0.624512	0.099764	0.0998228
1	1	0.30162	0.178474
1	1	0.340351	0.211567
0.481786	0.470182	0.208255	0.13106
1	1	0.579524	0.234661
0.340351	0.130017	0.146814	0.207113
0.780625	0.718295	0.232379	0.0886945
0.64605	0.293716	0.310639	0.229487
0.874995	0.840636	0.381892	0.145499
0.754189	0.744707	0.35618	0.0759502
0.250533	0.200703	0.0709814	0.0873081
0.28552	0.156885	0.513036	0.224836
0.206272	0.147222	0.256851	0.167688
0.829407	0.315731	0.299245	0.269101
0.30162	0.178474	0.398378	0.228801
0.745356	0.745356	0.750797	0.424503
0.362757	0.0731902	0.277309	0.636831
0.673562	0.645516	0.126732	0.088639
0.6	0.519728	0.399248	0.164958
0.260339	0.240307	0.0922641	0.0570821
0.377705	0.253419	0.491893	0.124708
0.745356	0.745356	0.465959	0.224256
0.260339	0.240307	0.0653074	0.0362383
0.916515	0.667448	0.716141	0.227182
0.412834	0.173073	0.279998	0.214734
0.360805	0.130444	0.369959	0.553492
0.428105	0.220779	0.440923	0.174484
0.479483	0.432911	0.20395	0.125486
0.532579	0.155361	0.239879	0.474745
0.298065	0.275087	0.0966889	0.0595534
0.399653	0.40584	0.0785568	0.0510448
0.315464	0.214415	0.183289	0.497877
0.675861	0.437589	0.191301	0.097631
0.699854	0.642771	0.644804	0.204997
0.355664	0.104213	0.357769	0.611013
0.206272	0.195958	0.0547583	0.065237
0.881976	0.377977	0.413993	0.230961
0.731746	0.282684	0.349147	0.285456
0.536323	0.31646	0.225253	0.0766071
0.467216	0.248138	0.193812	0.08146
0.866025	0.784596	0.766448	0.270731
1	1	0.439479	0.611871
0.699854	0.6	0.40809	0.19797
0.983332	0.761112	0.295762	0.0772448
0.390332	0.168159	0.183357	0.162475
0.98913	0.630776	0.346743	0.140756
0.489324	0.164786	0.401794	0.404425
0.28861	0.26851	0.0455768	0.0456083
0.206272	0.154	0.0811727	0.163877
0.30162	0.178474	0.398378	0.228801
0.877383	0.744484	0.37732	0.123509
0.975578	0.267483	0.333741	0.28611
1	0.9319	0.366325	0.10724
0.130402	0.0935839	0.100338	0.140238
0.202344	0.1666	0.389749	0.16733
0.260339	0.240307	0.0652892	0.0621195
0.680857	0.289672	0.354077	0.27467
0.228489	0.0905889	0.19571	0.259763
0.6	0.624512	0.100337	0.148749
0.866025	0.866025	0.122591	0.0511344
0.668023	0.335515	0.299716	0.234121
0.851194	0.212482	0.399855	0.623123
0.6	0.624512	0.099764	0.0998228
1	1	0.915891	0.327767
0.294811	0.156885	0.263585	0.224836
0.940257	0.35673	0.3333	0.192577
0.206272	0.195958	0.340964	0.135106
1	0.952441	0.417253	0.137285
0.206272	0.151676	0.196072	0.169309
0.444293	0.227506	0.249927	0.164771
0.288532	0.18195	0.54655	0.169332
0.515079	0.458191	0.5953	0.180916
0.399653	0.368224	0.19554	0.0850579
0.28861	0.187157	0.129616	0.229869
0.6	0.624512	0.261492	0.215997
0.367497	0.417273	0.310058	0.145912
0.942809	0.942809	0.0931889	0.0850991
0.745356	0.682558	0.580459	0.159439
0.371154	0.364166	0.0805978	0.0601301
0.661665	0.196675	0.364798	0.39515
0.202344	0.154	0.3641	0.166353
0.345242	0.1395	0.371003	0.578543
0.85545	0.255689	0.348881	0.428646
0.765138	0.2624	0.3484	0.148923
0.733876	0.336552	0.427356	0.162937
0.546588	0.435871	0.51248	0.14275
0.970571	0.398283	0.320162	0.186362
0.57496	0.450446	0.353439	0.22312
0.442219	0.304656	0.209556	0.119697
0.43589	0.32211	0.166834	0.11206
0.866025	0.866025	0.131688	0.135805
0.515079	0.458191	0.549376	0.115177
0.979648	0.282404	0.360836	0.17816
0.866025	0.866025	0.0774756	0.0708421
0.866025	0.866025	0.570795	0.220562
1	1	0.428105	0.156355
0.371154	0.239627	0.540008	0.175927
0.338464	0.145856	0.170072	0.363488
0.661438	0.396626	0.240132	0.185597
0.230318	0.0573312	0.283894	0.7117
0.877383	0.872899	0.581177	0.323964
0.294811	0.254	0.049132	0.0737309
0.428105	0.220779	0.440923	0.174484
0.637837	0.549551	0.273059	0.144311
0.372044	0.189596	0.300258	0.158488
0.948795	0.286182	0.370883	0.32019
0.362221	0.235074	0.226479	0.183754
0.919016	0.524905	0.284079	0.15123
0.336138	0.415419	0.374665	0.190166
0.878218	0.938184	0.353309	0.20199
0.918475	0.25704	0.315738	0.217937
0.446594	0.477933	0.213296	0.185964
0.919016	0.524905	0.284079	0.15123
0.74795	0.430363	0.317557	0.141302
0.0927868	0.0573925	0.415976	0.237052
0.954545	0.902506	0.363812	0.133106
0.885794	0.217438	0.446113	0.318822
0.808849	0.281606	0.28289	0.286485
0.807791	0.318328	0.271869	0.15561
0.40445	0.370894	0.639506	0.147078
0.33472	0.133332	0.418791	0.338298
0.296769	0.127898	0.140293	0.191687
0.980085	0.286175	0.321725	0.178475
0.206272	0.154	0.341267	0.166353
0.476874	0.4294	0.329973	0.204399
0.202344	0.154	0.387023	0.166353
0.269129	0.144434	0.24307	0.211029
0.942809	0.942809	0.540184	0.163295
0.260339	0.240307	0.0651414	0.061729
1	1	1	1
0.206272	0.195958	0.0548081	0.0655169
0.745356	0.778644	0.189095	0.102018
0.446594	0.477933	0.124603	0.116615
0.661438	0.644052	0.630736	0.214936
0.978261	0.5886	0.182933	0.159256
0.244311	0.141985	0.135508	0.215723
0.279773	0.191483	0.514735	0.226391
0.974778	0.420821	0.33929	0.207331
0.74795	0.356714	0.249649	0.179615
0.831613	0.346775	0.25979	0.194645
0.866025	0.944941	0.74452	0.226832
0.750252	0.70325	0.196695	0.145802
0.998456	0.703294	0.431953	0.174596
0.866025	0.866025	0.744657	0.229559
0.380995	0.388429	0.501083	0.203546
0.515079	0.469797	0.623353	0.242301
1	1	1	0.6311
1	1	0.515079	0.540142
0.23024	0.198724	0.0649246	0.0923483
0.202344	0.154	0.391929	0.166353
0.202344	0.188822	0.130061	0.05394
0.661438	0.684663	0.644853	0.227547
0.28861	0.191483	0.247641	0.201756
0.446594	0.477933	0.144578	0.116615
0.958315	0.955532	0.2351	0.0836506
0.40445	0.301855	0.246297	0.238607
0.206272	0.195958	0.052803	0.0405147
0.215542	0.183326	0.207306	0.0967663
0.890724	0.644722	0.326823	0.110796
0.866025	0.793701	0.450515	0.185878
0.890724	0.724611	0.244685	0.0950114
1	1	0.294811	0.254
0.244311	0.141985	0.222371	0.195386
0.202344	0.154	0.387023	0.166353
0.932731	0.376439	0.297409	0.0985302
0.954639	0.320531	0.413051	0.318749
0.699104	0.368131	0.23782	0.109143
0.290877	0.13148	0.286792	0.625498
1	1	0.641123	0.313183
0.469861	0.269588	0.284026	0.130234
0.866025	0.784596	0.855925	0.271706
0.953939	0.842007	0.395826	0.183841
0.298065	0.179533	0.17643	0.177439
0.399653	0.40584	0.247279	0.138366
1	0.427328	0.319357	0.162723
0.919016	0.524905	0.284079	0.15123
0.952441	0.866025	0.48019	0.150809
0.236605	0.166817	0.121552	0.17101
0.291361	0.206376	0.217461	0.563697
0.877383	0.877383	0.819197	0.26469
0.206272	0.195958	0.115064	0.05733
0.866025	0.866025	0.327035	0.0751567
0.31225	0.275896	0.0892391	0.0719559
0.238375	0.141985	0.30364	0.204807
